Region;City_size;Gender;Age;School;Marital_status;Employ;Owner;Pensioner;Student;Education;Lang_English;Lang_Others;Driver;Field_of_activity;Position;Work_Days;Work_Hour;Social_position;Satisf_degree;Health;Help_overcome;Level_material_security;Level_prof;Level_adapt;Level_depend;Social_status;Social_stratum;Number_ living_with;Money_need;Monetary_receipts;Housing;Life_change
Ульяновская обл;Районный центр;Мужской;55;Село;Женат, замужем;Нет;Нет;Да;Нет;Неполное среднее;Не владею;;Нет;;;;;Среднее;Не удовлетворены;Удовлетв.;Поддержка семьи;1.0;6.0;5.0;1.0;4.0;Средний слой;2.0;3000.0;1500.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;30;Республ., краевой, обл. центр;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Да;Наука;Служащий, ИТР;5.0;8.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;2.0;5.0;6.0;4.0;4.0;Ниже среднего;3.0;15000.0;3000.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;75;Город респ., краев.,обл. подчин.;Вдова (вдовец);Да;Нет;Да;Нет;Неполное среднее;Не владею;;Нет;Др. отрасли промышл.;Рабочий;5.0;6.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;4.0;5.0;3.0;5.0;3.0;Ниже среднего;1.0;3000.0;1800.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;54;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;;Нет;Топливно-энергетич.;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Связи, знакомства;5.0;5.0;6.0;7.0;4.0;Средний слой;2.0;5000.0;2000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;67;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Да;Нет;Среднее спец.;Не владею;.;Нет;Прочие услуги;Рабочий;5.0;6.0;Высокое;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;5.0;5.0;3.0;4.0;3.0;Ниже среднего;2.0;3000.0;2800.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;24;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Да;;;;;Среднее;Удовлетворены;Хорошее;Связи, знакомства;5.0;4.0;6.0;4.0;6.0;Средний слой;3.0;7000.0;3000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;37;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;финский;Нет;;;;;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;2.0;5.0;5.0;6.0;3.0;Ниже среднего;3.0;7000.0;800.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;43;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Нет;Нет;Общее среднее;Не владею;татарский, немецкий;Нет;;;;;Низкое;Не удовлетворены;Удовлетв.;Связи, знакомства;3.0;4.0;3.0;2.0;3.0;Ниже среднего;4.0;2000.0;1000.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;81;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Среднее спец.;Не владею;;Нет;;;;;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;4.0;6.0;4.0;5.0;4.0;Средний слой;2.0;3000.0;1500.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;25;Город респ., краев.,обл. подчин.;Разведен(а);Нет;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;;;;;Низкое;Скорее, не удовлетв.;Хорошее;;2.0;5.0;4.0;3.0;3.0;Ниже среднего;3.0;2000.0;1000.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;46;Город респ., краев.,обл. подчин.;Разведен(а);Нет;Нет;Нет;Нет;Среднее спец.;Не владею;немецкий;Нет;;;;;Низкое;Не удовлетворены;Удовлетв.;Связи, знакомства;2.0;3.0;4.0;3.0;3.0;Ниже среднего;3.0;5000.0;1200.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;40;Село;Женат, замужем;Нет;Нет;Нет;Нет;Общее среднее;Не владею;;Да;Строит.,транспорт;;7.0;12.0;Среднее;Скорее, удовлетв.;Хорошее;Связи, знакомства;5.0;5.0;7.0;8.0;5.0;Средний слой;4.0;10000.0;4200.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;43;Село;Разведен(а);Да;Нет;Нет;Нет;Общее среднее;Не владею;;Да;Строит.,транспорт;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;4.0;5.0;6.0;6.0;4.0;Ниже среднего;3.0;7000.0;2500.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;66;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Высшее, без уч. степени;Не владею;немецкий;Да;;;;;Среднее;Скорее, удовлетв.;Хорошее;Образование. профессия;2.0;5.0;4.0;5.0;3.0;Ниже среднего;4.0;10000.0;4000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;50;Город респ., краев.,обл. подчин.;Разведен(а);Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;Др. отрасли промышл.;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Образование. профессия;5.0;6.0;5.0;6.0;5.0;Средний слой;1.0;5000.0;2600.0;Комната(ы) в комм. кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;70;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Высшее, без уч. степени;Не владею;татарский, немецкий;Нет;;;;;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;5.0;5.0;5.0;5.0;5.0;Средний слой;2.0;3000.0;2000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;64;Село;Женат, замужем;Нет;Нет;Да;Нет;Среднее спец.;Не владею;;Нет;;;;;Низкое;Скорее, не удовлетв.;Удовлетв.;Образование. профессия;1.0;4.0;2.0;4.0;2.0;Низший  слой;2.0;3000.0;2000.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Мужской;62;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Среднее спец.;Не владею;;Да;;;;;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;3.0;5.0;5.0;6.0;4.0;Средний слой;4.0;5000.0;3500.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Мужской;63;Республ., краевой, обл. центр;Вдова (вдовец);Нет;Нет;Да;Нет;Общее среднее;Не владею;чувашский;Нет;;;;;Низкое;Не удовлетворены;Удовлетв.;Связи, знакомства;3.0;4.0;3.0;4.0;3.0;Ниже среднего;1.0;3000.0;1000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;67;Город респ., краев.,обл. подчин.;Вдова (вдовец);Нет;Нет;Да;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;;;;;Низкое;Не удовлетворены;Удовлетв.;Образование. профессия;2.0;6.0;3.0;5.0;2.0;Низший  слой;2.0;3000.0;1000.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;40;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;татарский;Нет;Др. отрасли промышл.;Рабочий;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Образование. профессия;5.0;6.0;6.0;5.0;6.0;Средний слой;2.0;1000.0;4500.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;21;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Читаю, перевожу со словарем;;Нет;Др. отрасли промышл.;Рабочий;5.0;8.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;4.0;6.0;5.0;4.0;5.0;Средний слой;2.0;10000.0;5500.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;40;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;немецкий;Да;Др. отрасли промышл.;Рабочий;6.0;10.0;Среднее;Скорее, удовлетв.;Хорошее;Образование. профессия;6.0;8.0;5.0;6.0;5.0;Средний слой;3.0;10000.0;8000.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Мужской;50;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;немецкий;Да;Строит.,транспорт;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Образование. профессия;3.0;6.0;5.0;7.0;5.0;Средний слой;4.0;12000.0;8000.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;46;Город респ., краев.,обл. подчин.;Разведен(а);Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, могу объясняться;;Нет;Др. отрасли промышл.;Рабочий;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Связи, знакомства;5.0;7.0;5.0;4.0;3.0;Выше среднего;3.0;10000.0;4500.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Мужской;35;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Читаю, перевожу со словарем;чувашский;Да;Др. отрасли промышл.;Рабочий;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Связи, знакомства;4.0;6.0;5.0;7.0;5.0;Средний слой;3.0;10000.0;4500.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Мужской;24;Город респ., краев.,обл. подчин.;Не состоял в браке;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Строит.,транспорт;Рабочий;5.0;8.0;Низкое;Скорее, не удовлетв.;Хорошее;;5.0;6.0;6.0;5.0;4.0;Средний слой;3.0;17000.0;7000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;50;Село;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;немецкий;Да;Др. отрасли промышл.;Рабочий;5.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;5.0;7.0;5.0;5.0;5.0;Средний слой;4.0;10000.0;8000.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Мужской;29;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;Армия, милиция, охрана;Служащий, ИТР;5.0;8.0;Низкое;Не удовлетворены;Хорошее;Связи, знакомства;4.0;6.0;5.0;4.0;4.0;Средний слой;4.0;5000.0;3000.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;52;Город респ., краев.,обл. подчин.;Разведен(а);Да;Нет;Нет;Нет;Среднее спец.;Не владею;немецкий;Нет;Др. отрасли промышл.;Рабочий;6.0;7.0;Низкое;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;3.0;5.0;2.0;2.0;3.0;Ниже среднего;3.0;7000.0;3500.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;25;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Нет;Нет;Среднее спец.;Не владею;немецкий;Нет;;;;;Среднее;Скорее, удовлетв.;Удовлетв.;Связи, знакомства;5.0;5.0;5.0;3.0;4.0;Средний слой;4.0;3000.0;2500.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;39;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;немецкий;Да;Др. отрасли промышл.;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Образование. профессия;4.0;5.0;4.0;4.0;5.0;Средний слой;4.0;5000.0;4200.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;63;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Общее среднее;Не владею;немецкий;Нет;;;;;Низкое;Скорее, удовлетв.;Плохое;Поддержка семьи;3.0;3.0;3.0;1.0;3.0;Ниже среднего;2.0;4000.0;1500.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;46;Город респ., краев.,обл. подчин.;Разведен(а);Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Др. отрасли промышл.;Рабочий;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Образование. профессия;5.0;7.0;5.0;4.0;5.0;Средний слой;2.0;10000.0;2000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;25;Город респ., краев.,обл. подчин.;Не состоял в браке;Да;Нет;Нет;Нет;Среднее спец.;Не владею;французский;Нет;Опт. торговля, закупки;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Связи, знакомства;2.0;5.0;5.0;7.0;5.0;Ниже среднего;4.0;5000.0;4000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;69;Село;Женат, замужем;Нет;Нет;Да;Нет;Начальное;Не владею;;Да;;;;;Низкое;Скорее, не удовлетв.;Плохое;Поддержка семьи;3.0;5.0;4.0;2.0;4.0;Ниже среднего;2.0;2000.0;1500.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;49;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;немецкий;Да;Строит.,транспорт;Рабочий;5.0;8.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;4.0;7.0;5.0;5.0;3.0;Средний слой;3.0;15000.0;3500.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;40;Село;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;;Нет;Образование;Руководитель предпр.;6.0;8.0;Среднее;Скорее, не удовлетв.;Хорошее;Поддержка семьи;4.0;8.0;3.0;4.0;4.0;Ниже среднего;3.0;5000.0;4200.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;40;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Строит.,транспорт;Рабочий;5.0;8.0;Низкое;Не удовлетворены;Удовлетв.;Связи, знакомства;1.0;9.0;1.0;9.0;3.0;Ниже среднего;3.0;5000.0;1200.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;38;Поселок городск. типа;Женат, замужем;Нет;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Опт. торговля, закупки;;6.0;8.0;Низкое;Не удовлетворены;Удовлетв.;Другое;3.0;6.0;6.0;9.0;5.0;Средний слой;3.0;5000.0;1200.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;44;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Другое;Руководитель отдела;4.0;12.0;Низкое;Не удовлетворены;Удовлетв.;Образование. профессия;1.0;5.0;3.0;1.0;5.0;Низший  слой;4.0;20000.0;1800.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;45;Село;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;татарский;Да;ЖКХ;Рабочий;5.0;8.0;Низкое;Не удовлетворены;Хорошее;Связи, знакомства;2.0;9.0;2.0;7.0;3.0;Средний слой;4.0;10000.0;2700.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;43;Село;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Нет;ЖКХ;Рабочий;5.0;8.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;1.0;9.0;1.0;3.0;4.0;Ниже среднего;3.0;5000.0;1600.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;46;Село;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Да;Сельское, лесное хоз-во;Рабочий;5.0;7.0;Низкое;Не удовлетворены;Удовлетв.;Образование. профессия;3.0;9.0;4.0;9.0;5.0;Ниже среднего;4.0;5000.0;2000.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;42;Село;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;;Да;Топливно-энергетич.;Рабочий;5.0;8.0;Низкое;Не удовлетворены;Хорошее;Связи, знакомства;3.0;4.0;2.0;5.0;3.0;Средний слой;4.0;4000.0;2600.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;40;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;татарский;Нет;Опт. торговля, закупки;Служащий, ИТР;5.0;7.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;4.0;4.0;3.0;4.0;4.0;Средний слой;4.0;6000.0;4000.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;66;Село;Женат, замужем;Нет;Нет;Да;Нет;Начальное;Не владею;;Да;;;4.0;3.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;3.0;7.0;1.0;1.0;4.0;Ниже среднего;2.0;3000.0;1800.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;77;Село;Вдова (вдовец);Нет;Нет;Да;Нет;Нет начального;Не владею;;Нет;;;5.0;3.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;2.0;1.0;1.0;1.0;2.0;Ниже среднего;1.0;1500.0;1100.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Мужской;40;Село;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Да;ЖКХ;Рабочий;5.0;8.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;1.0;5.0;3.0;4.0;2.0;Ниже среднего;3.0;3000.0;1300.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;62;Село;Женат, замужем;Нет;Нет;Да;Нет;Начальное;Не владею;;Нет;;;;;Среднее;Скорее, не удовлетв.;Хорошее;Поддержка семьи;2.0;5.0;2.0;3.0;2.0;Низший  слой;2.0;2500.0;980.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;48;Село;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;;Да;Финансы, кредит.,страхов.;Руководитель предпр.;6.0;12.0;Среднее;Удовлетворены;Хорошее;Образование. профессия;3.0;7.0;1.0;1.0;7.0;Средний слой;3.0;10000.0;2500.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;27;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Образование;Служащий, ИТР;4.0;6.0;Среднее;Не удовлетворены;Удовлетв.;Связи, знакомства;4.0;5.0;4.0;4.0;4.0;Средний слой;2.0;50000.0;1600.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;46;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Нет;Нет;Общее среднее;Не владею;;Нет;;;;;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;1.0;9.0;3.0;6.0;1.0;Ниже среднего;3.0;2500.0;1500.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;25;Поселок городск. типа;Женат, замужем;Нет;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;;;6.0;7.0;Низкое;Не удовлетворены;Хорошее;Связи, знакомства;4.0;1.0;3.0;7.0;2.0;Средний слой;3.0;3000.0;1400.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;36;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Сельское, лесное хоз-во;Служащий, ИТР;5.0;7.0;Низкое;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;3.0;7.0;4.0;6.0;3.0;Средний слой;4.0;50000.0;2200.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;38;Поселок городск. типа;Женат, замужем;Нет;Нет;Нет;Нет;Общее среднее;Не владею;;Нет;;;;;Низкое;Не удовлетворены;Плохое;Поддержка семьи;1.0;2.0;1.0;3.0;3.0;Ниже среднего;4.0;2000.0;1900.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;21;Село;Не состоял в браке;Да;Нет;Нет;Нет;Неполное среднее;Не владею;;Нет;Сельское, лесное хоз-во;Рабочий;6.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;1.0;1.0;3.0;4.0;4.0;Средний слой;3.0;6000.0;1700.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;28;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Да;Др. отрасли промышл.;Рабочий;5.0;7.0;Среднее;Скорее, удовлетв.;Удовлетв.;Связи, знакомства;4.0;6.0;3.0;5.0;5.0;Средний слой;2.0;10000.0;3000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;32;Поселок городск. типа;Разведен(а);Нет;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Опт. торговля, закупки;;7.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Другое;3.0;3.0;5.0;4.0;2.0;Средний слой;2.0;5000.0;1500.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;42;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Строит.,транспорт;Служащий, ИТР;6.0;8.0;Среднее;Удовлетворены;Удовлетв.;Поддержка семьи;5.0;7.0;5.0;3.0;7.0;Средний слой;4.0;5000.0;2600.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;37;Село;Разведен(а);Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Здравоохранение;Рабочий;3.0;24.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;1.0;3.0;1.0;2.0;1.0;Ниже среднего;3.0;3000.0;1250.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;42;Поселок городск. типа;Женат, замужем;Нет;Нет;Нет;Нет;Общее среднее;Не владею;;Нет;;;6.0;3.0;Низкое;Не удовлетворены;Плохое;Поддержка семьи;3.0;9.0;2.0;1.0;1.0;Ниже среднего;3.0;5000.0;1800.0;Отдельная кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Женский;41;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Здравоохранение;Служащий, ИТР;5.0;8.0;Низкое;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;5.0;8.0;5.0;3.0;5.0;Средний слой;4.0;3000.0;3000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Женский;37;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Культура, искусство;Служащий, ИТР;5.0;3.0;Низкое;Не удовлетворены;Удовлетв.;Связи, знакомства;1.0;5.0;3.0;6.0;3.0;Низший  слой;4.0;2500.0;600.0;Комната(ы) в комм. кварт.;Скорее, ухудшится
Ульяновская обл;Районный центр;Мужской;45;Поселок городск. типа;Женат, замужем;Нет;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;;;4.0;5.0;Низкое;Не удовлетворены;Хорошее;Поддержка семьи;1.0;7.0;2.0;3.0;2.0;Ниже среднего;3.0;4000.0;2000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Районный центр;Мужской;60;Село;Женат, замужем;Нет;Нет;Да;Нет;Неполное среднее;Не владею;;Да;;;5.0;2.0;Низкое;Не удовлетворены;Плохое;Поддержка семьи;3.0;7.0;3.0;3.0;3.0;Средний слой;2.0;5000.0;2000.0;Отдельная кварт.;Скорее, улучшится
Ульяновская обл;Районный центр;Женский;27;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Здравоохранение;Служащий, ИТР;6.0;6.0;Среднее;Скорее, удовлетв.;Отличное;Образование. профессия;5.0;7.0;4.0;5.0;5.0;Средний слой;3.0;5000.0;4000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Село;Мужской;53;Республ., краевой, обл. центр;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;немецкий;Нет;Связь, инф. технологии;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;4.0;4.0;2.0;6.0;5.0;Средний слой;4.0;10000.0;6000.0;Отдельная кварт.;Не изменится
Ульяновская обл;Село;Женский;72;Село;Вдова (вдовец);Нет;Нет;Да;Нет;Неполное среднее;Не владею;;Нет;;;;;Низкое;Не удовлетворены;Очень плохо;Поддержка семьи;2.0;4.0;2.0;1.0;2.0;Низший  слой;1.0;2000.0;820.0;Отдельный дом (часть);Скорее, улучшится
Ульяновская обл;Село;Мужской;51;Республ., краевой, обл. центр;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;узбекский;Да;Сельское, лесное хоз-во;Служащий, ИТР;6.0;10.0;Среднее;Скорее, удовлетв.;Удовлетв.;Образование. профессия;6.0;5.0;4.0;7.0;5.0;Средний слой;3.0;100000.0;8000.0;Отдельный дом (часть);Скорее, улучшится
Ульяновская обл;Село;Мужской;49;Село;Женат, замужем;Да;Нет;Нет;Нет;Неполное среднее;Не владею;чувашский;Да;Сельское, лесное хоз-во;Рабочий;7.0;10.0;Среднее;;;;;;4.0;7.0;5.0;Ниже среднего;4.0;10000.0;7000.0;Отдельный дом (часть);Скорее, улучшится
Ульяновская обл;Село;Женский;76;Село;Вдова (вдовец);Нет;Нет;Да;Нет;Начальное;Не владею;;Нет;;;;;Низкое;Затр. отв;Плохое;Поддержка семьи;1.0;1.0;2.0;2.0;2.0;Низший  слой;1.0;1000.0;440.0;Отдельный дом (часть);Скорее, улучшится
Ульяновская обл;Село;Мужской;53;Республ., краевой, обл. центр;Разведен(а);Нет;Нет;Да;Нет;Среднее спец.;Читаю, перевожу со словарем;;Нет;;;;;Низкое;Не удовлетворены;Очень плохо;Поддержка семьи;2.0;2.0;2.0;1.0;2.0;Ниже среднего;3.0;6000.0;3000.0;Отдельный дом (часть);Скорее, ухудшится
Ульяновская обл;Село;Мужской;41;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;немецкий;Да;ЖКХ;Служащий, ИТР;7.0;10.0;Высокое;Удовлетворены;Отличное;Другое;6.0;3.0;6.0;7.0;6.0;Выше среднего;4.0;12000.0;10000.0;Отдельный дом (часть);Скорее, улучшится
Ульяновская обл;Село;Мужской;49;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Связь, инф. технологии;Руководитель отдела;5.0;10.0;Высокое;Скорее, удовлетв.;Хорошее;Образование. профессия;4.0;6.0;4.0;7.0;4.0;Выше среднего;4.0;12000.0;8000.0;Отдельный дом (часть);Скорее, улучшится
